listing_id,id,date,reviewer_id,reviewer_name,comments,year_month,sentiment,length,reviewer_freq,days_since_last,is_anomaly,anomaly_label,sentiment_class
44468333,713012803,2020-12-02,214180064,Megan,The house is beautiful and in an amazing area. I would give the house itself 5 stars but TurnKey who oversees the house was horrible. They made me sign a rental agreement and when they sent it to me again the day of my stay it had the names of every person who booked the property in tbe month of November. Needless to say I didn't feel comfortable staying in a place where strangers know who I am and where to find me.,2020-12,-0.0395,419,1,0.0,1,Genuine,Weak Negative
44478744,749882702,2021-04-18,137859202,Jim,"This AirBnB is one half of a duplex, the other half occupied by the owner and family. We found it to one the cleanest and well equipped of the vacation rentals we’ve ever stayed. We have a dog and he liked the private yard. There were TVs in the living room and each of two bedroom. The house is on a quiet residential street that is down the block from a large park with walking trails. Cesar was a very accommodating host. Our son lives in Austin with no spare bedrooms so we’ll probably be back to this place!",2021-04,-0.126,512,1,0.0,-1,Fake,Weak Negative
44478744,439777502695829639,2021-08-29,231962601,Rachel,"Air conditioning kept turning off— host was not responsive when trying to get this situation fixed. It was very hot and uncomfortable, only stay here in the fall/winter when you don’t have to rely on a thermostat.",2021-08,-0.609,213,1,0.0,-1,Fake,Strong Negative
44479312,835561461318649017,2023-02-26,279548048,Manuel,our keys 🔑 failed on second day. we were locked 🔒 out. and check out at 10am suckes.,2023-02,-0.5106,84,1,0.0,-1,Fake,Weak Negative
44503482,510120876033759621,2021-12-04,20582704,Elle,"The listing description is accurate but I will say in all my experiences with airbnb, I never had more awkward/unwelcoming experience. We arrived after the checkin time listed and the cleaning service said that the owner made the mistake and booked them that time so we had to wait in our car for a few hours for them to clean. After a long day of traveling this was slightly annoying. I let Lauren know and she refunded me $30. during our stay we had both pest control person come and packages from the owner delivered. The place had an overall weird smell the entire stay that we couldn't figure out what it was. 11am was checkout and we were running a few minutes behind (Ended up leaving by 11:26am). The owner walked into our apartment while i was in my underwear at 10:59am even though you would notice our packed bags in the living room and didn't knock. I told her i needed a few minutes to change and then a few minutes later she came back into the house with an electrician and her partner to start working on things while i was still finishing up packing. I understand that i was a few minutes late to checkout but honestly felt a little violating that they were not giving me even a few minutes to just wrap up checking out before inviting men in the place that I don't know?! Book only if you don't mind waiting to check-in and if you know you will check out VERY early before checkout time to avoid this owner walking in on you.",2021-12,-0.7729,1442,1,0.0,-1,Fake,Strong Negative
44503482,623857879220627524,2022-05-10,435718774,Samira,"The pictures make the condo look newer/nicer than it really is, which was a first disappointment. I was also put off by the weird persistent smell in the condo: if you’re sensitive to strong odours avoid staying here. Was surprised to receive a message from the host asking me to leave the condo for a few hours for the pest control expert to do an inspection so I asked for a discount but the host chose to delay the visit (why bother me in the first place if you could do that from the start?). The washing machine was disgusting with plenty of hair and my clothes came out dirtier (I wish I had known about it before because I only used it once right before leaving for the airport at the end of my stay). The neighbors were very friendly though.",2022-05,-0.7236,749,2,10.0,-1,Fake,Strong Negative
44588257,750985205,2021-04-22,339081080,Charles,book it for the bed alone..,2021-04,-0.25,27,1,0.0,1,Genuine,Weak Negative
44588257,739902422408510447,2022-10-17,352782739,Samantha,"Good location and cute styling as seen in photos but there's hidden issues. <br/><br/>Listing isn't transparent about major issues.<br/>RV does not lock, and yard isn't very secure backing up to alley. <br/>Bathroom has major rot damage not addressed by Adam when I sent a photo. <br/>Pool also was unable to be used because of a film/rust in the bottom, despite the pool crew ""checking the pH"". <br/><br/>Just be aware before booking. we might stay again if issues were addressed.",2022-10,-0.7241,481,1,0.0,-1,Fake,Strong Negative
44615672,529002441819855495,2021-12-30,124169346,Juan,It’s a nice house but was left in disgusting condition. The kitchen was left with grime and food caked on. We deep cleaned the kitchen before using is. TV remotes didn’t have batteries. Patio furniture lacked the padding that was shown in photos. Would not stay here again and would not recommend it.,2021-12,-0.863,300,1,0.0,-1,Fake,Strong Negative
44626033,729717716129126820,2022-10-03,350214887,Gerard,No Thank You!,2022-10,-0.3404,13,3,812.0,-1,Fake,Weak Negative
44646672,708039258,2020-11-10,86661659,Katie,Except for nothing but the best!,2020-11,-0.7044,32,1,0.0,-1,Fake,Strong Negative
44661100,734818658290691037,2022-10-10,39201895,Liliana,I just sent you a separate message about not getting your messages 😫😫 I’m so sorry about that !! Thank you ! 🤩🤩,2022-10,-0.7111,111,1,0.0,-1,Fake,Strong Negative
44667552,815985448587456931,2023-01-30,22197403,Sarah,"Poorly appointed. The location is great! <br/><br/>Building and neighbors are nice. Unit is fine. Amenities and appointment were terrible. <br/><br/>Missing amenities include: no coffee maker, minimal dish-ware and utensils, no dish or hand soap, terribly uncomfortable furniture, no side tables or lamps by beds, no dish towels.<br/><br/>Broken amenities include: broken dryer, broken garbage disposal, burnt out light bulbs, futon was uncomfortable to the point that it was unusable. Owner had to be contacted to turn on heating. <br/><br/>WiFi worked fine. Access was easy. Beds and pillows were comfortable.",2023-01,-0.9026,611,1,0.0,-1,Fake,Strong Negative
44711798,844326536297038297,2023-03-10,3932298,Rodney,"A dingy place that is not well maintained. A general look of neglect about the entire place. Carpet in the bedroom is old, rippling and gross brown. Living room area rug needs a good cleaning. The dead bolt on the front door is barely hanging on to the door frame. I guess the best example is the rusty trash can in the bathroom. It does not take much effort to purchase an inexpensive trash can from Walmart to replace the rusty trash bin. This place is like before pictures on a home fixer upper show.",2023-03,-0.3847,503,1,0.0,-1,Fake,Weak Negative
44758390,642090767597148698,2022-06-04,47365440,Saul,"Pictures need a refresh as does the property to be fair to future customers.  The immaculate clean pictures to not represent the reality that’s in need of a full commercial clean.  Perfect location but the property has become tired, stained and dirty since initially listed",2022-06,-0.4588,273,3,1317.0,-1,Fake,Weak Negative
44892708,652883618428786690,2022-06-19,241707750,Brylee,"No issues, great place to stay!",2022-06,-0.699,31,1,0.0,-1,Fake,Strong Negative
44972164,573169291925545530,2022-03-01,245937244,Dominik,"Generally a nice small place near downtown. The host lives in the same house as the rented apartment. Rules were communicated clearly, but I didn't feel welcome in the house.",2022-03,-0.1205,174,1,0.0,1,Genuine,Weak Negative
45003200,754387639377614121,2022-11-06,461572024,Cleo,Rob was accommodating and provided a unique experience. I would definitely come back when in Austin.,2022-11,-0.2263,100,1,0.0,1,Genuine,Weak Negative
45035105,505027510053670073,2021-11-27,226732777,Joe,No comment,2021-11,-0.296,10,1,0.0,-1,Fake,Weak Negative
45040816,675425401498348610,2022-07-20,140484239,Rosanna,"First, I did not feel safe at this location. When I arrived I thought I was lost bc the front yard did not look like picture on Airbnb.  There is a toilet in the front yard and it’s very unkept. The area for me didn’t look to safe. I did ask Lucy about my car, if it was safe overnight. There were only specific spaces on the street I could park bc of neighbors.  The other Airbnb guests were not friendly. Lucy was no where to be found that night and in the morning during my stay.  This was the first time I felt uneasy and not safe in an Airbnb.",2022-07,-0.8338,548,1,0.0,-1,Fake,Strong Negative
45040816,686986448179474056,2022-08-05,30058553,Samantha,"DO NOT STAY HERE!! No hot water, mold on the windows, and if there’s an accident, host will insist you pay for it. <br/><br/>1. POOR HOSTING: Host had a standing mirror in the room - literally right next to the bedside (where a side table should be). There was no sign it wasn’t fixed to the wall, but when it tipped over and broke, host insisted I pay for it (even after I offered to pick up a new one, she asked me to buy one from her preferred retailer).<br/>2. NO HOT WATER: There is no hot water. Shower takes 10 mins to warm up and it’s barely temperate. If you like a hot shower, this is not the place for you.<br/>3. MOLD: When I took picture of the mold on the window, the host accused me of photoshopping the pictures. Lol. <br/><br/>Lastly - I only slept there one night and host thinks it’s fair I pay the full $450+ since she has to purchase a $129 mirror. <br/><br/>All to say, this is my first BAD AirBnB experience and it’s really disheartening. I’ve always had great experiences but this one…well. It’s for the books.",2022-08,-0.9169,1034,1,0.0,-1,Fake,Strong Negative
45080616,750775311372624026,2022-11-01,43358884,Dustin,"There were dirty floors, carpet when I moved in and constant noises throughout the night (dumpsters being taken out right outside the window).  This is on top of non working elevators the majority of time I stayed there, constant parking changes/requirements based on apts request and weird smells throughout the apt complex.",2022-11,-0.5859,325,1,0.0,-1,Fake,Weak Negative
45082688,475314094943537784,2021-10-17,28861493,Emma,"When we arrived, our uber could not find the house due to the location (up a hill on a highway). When we walked in we found 3 dead cockroaches on the living room floor. There was 1 hand soap in the whole house, 1 roll of toilet paper, and no paper towels. There was also no remote for the TV. The Turnkey team did respond quickly about the toilet paper and paper towels. they even came to drop some off. They also offered to have someone come spray the living room for the cockroaches, but the damage was already done since we had to clean them up. When we were leaving, we found 2 live cockroaches in one of the bedrooms upstairs. The whole house was just dingier and a little dirtier than the photos showed. The location was close to everything by car, but ubers and lyfts had an incredibly hard time finding it. We had to get out in the parking lot next door and then walk along the highway to the house. I do not recommend staying here.",2021-10,-0.8864,940,1,0.0,-1,Fake,Strong Negative
45082688,723912788431253560,2022-09-25,455922257,Camryn,Went for a bachelorette trip which called for multiple ubers and every single driver was unable to find the house and we had to walk down the very steep driveway and stand on a busy sidewalk. Only rent this place if you have a rental car! It’s hell without it. Came in with wet towels and had to do the laundry myself. There was a leak from the upstairs toilet so we weren’t allowed to use it. Little stains on duvets/sheets/towels. Lots of space though! And the water filter in the fridge is expired so bring your own water!,2022-09,-0.8349,525,1,0.0,-1,Fake,Strong Negative
45086146,766704698,2021-06-05,240795686,Abigail,William went above and beyond to host! Add some kitchen equipment I asked for and cut the grass one extra time we were there! He was quick to respond and wanted to make his guest feel at home!,2021-06,-0.4545,192,1,0.0,-1,Fake,Weak Negative
45103482,718107629,2020-12-25,82784031,Mo,We booked this place to spend 2 days in Austin for Christmas time and we were so excited about it based on photos seen on Airbnb ...but the house was not cleaned as expected.. the restrooms were not cleaned at all and dust and dirts everywhere.. I’m not sure if the house was cleaned before we get there.. we sent the photos to owners and they sent someone for cleaning but still not cleaned.. the location is just fine closed to downtown but not in very good neighborhood..,2020-12,-0.3857,474,1,0.0,-1,Fake,Weak Negative
45103482,724024200,2021-01-13,358477054,Alejandra,Overall it was an ok place to stay if you are not super concerned about cleanliness. Also heater wasn't working in 2 of the bedrooms and we didn't have extra linens so it made the stay feel uncomfortable. I would say this was my first time ever booking with Airbnb and it made me second guess and want to stick to hotels going forward.,2021-01,-0.5017,335,1,0.0,-1,Fake,Weak Negative
45103482,734531688,2021-02-26,16059908,Shahrukh,"Similar to the other reviews, we had issues with tons of black ants in both bathrooms during our weeklong stay. Issue was unresolved by the end of the trip, so fair warning - we did receive a partial refund from Airbnb. Please note that this is not your traditional Airbnb experience - this house is managed by a business that just copy-pastes fear-mongering messages and contracts to you prior to your arrival. Lots of all caps, lots of unenforceable contract agreements that you don't have to respond to - they oddly don't seem to care. Finally, we tried to get a refund prior to arriving as the house was under a boil water notice, and the area was under a state of emergency, but as soon as we requested this from the host they became unresponsive and stopped communicating to us. Our check-in was late due to housekeeping trying to kill the ants and the location is in an alley off the highway exit near a bunch of homeless camps. It's otherwise as described in the photos, has a camera facing directly into the unit, not much common area but good for sleeping many guests. It's one of the cheaper options, so I guess you get what you pay for!",2021-02,-0.802,1148,3,-355.0,-1,Fake,Strong Negative
45103482,748881005,2021-04-15,116687192,Dave,"The location was great, right next to the city. The house itself has so much potential. All the things I am listing can be fixed VERY easily. I am not sure if they have a cleaning company in between each stay but they are not doing their job at all. The floors were absolutely filthy. If you walked around the house in bare feet or socks, they were black within minutes. The living room curtain has a massive stain in it. The walls, doors and door handles were filthy. There was only two extra rolls of toilet paper for 8 people for three nights and no laundry detergent. We had to go buy our own toilet paper and laundry detergent. The fridge was not working when we arrived. The downstairs sink kept leaking even after a person came to fix it. The temperature could not be turned down and was locked the first day. It was over 90 degrees so the house was a sauna. This was spring time in Austin, I can not imagine what it will be like in the summer. There were not enough towels when we arrived and they were very dirty and stained. This was by far and away the worst airbnb I have ever stayed at and it could all be fixed with simple cleaning and maintenance.",2021-04,-0.8024,1162,1,0.0,-1,Fake,Strong Negative
45103482,759698634,2021-05-17,396853617,Ashley,"Here is a list of all the problems we had while staying here:<br/>-We arrived for check in at 4pm to find three people still cleaning inside, they had their truck parked to where it took up all three of the available spaces (keep in mind this is after I had already told the owner that we’d be arriving at 3pm)<br/>-There was a MAJOR fruit fly and house fly problem. I’m talking literally dozens of fruit flies all within the kitchen area and upstairs bathroom<br/>-There were a number of cleaning problems: there were used contact lenses on the bedside table, lightbulbs were out in the upstairs bathroom, dirty dishes still in the dishwasher<br/>-The people staying at the house across from us had a dozen guests who played loud music and took up the pool and drank outside the entire day<br/>-They had people come and mow the lawn at 8am (with no warning that this was gonna happen)<br/>Other than that the place is aesthetic looking, pretty close to what the pictures depict except the backyard is much smaller than expected. Still a cute place.",2021-05,-0.0165,1049,1,0.0,-1,Fake,Weak Negative
45103482,432555100237260623,2021-08-19,348262615,Delvin,"Pictures are extremely misleading, it’s not a walk to 6th street unless you want to cross a busy street. Poor communication, you need something? Gotta wait couple hours for a host to reply. No sorts of privacy because of the sheer curtains (the only thing blocking you from the other house that’s 50 feet away). Pool is disgusting and dirty. Overall 5/10 cute house but maybe be truthful with people. Also charge too much for a nasty looking toilet seat.",2021-08,-0.8098,454,1,0.0,-1,Fake,Strong Negative
45103482,444865963465567688,2021-09-05,187493160,Dominic,"Close to down town but not worth the money spent at all. Property is not maintained well and the neighborhood is pretty run down. The space is also tiny for the amount of people it states it sleeps, photos are exaggerated. Overall disappointed with our stay",2021-09,-0.5676,257,1,0.0,-1,Fake,Weak Negative
45103482,698606574780802051,2022-08-21,12216952,Robert,"Pros<br/>•	Location is convenient.  Close to Rainey St and Downtown. <br/>•	6 beds and 2 baths.  Unfortunately, beds aren’t that comfortable. <br/>•	AC works well.<br/>•	The balconies are a nice place to hang out.<br/><br/>Cons<br/>•	Pool was green and dirty. Grass around the pool was dead.  Did not come close to what the picture showed. <br/>•	Home photos VERY well.  The living area was very small.  The back house and front house are VERY close together.<br/>•	Homeless nearby and quite a few tents.<br/> <br/>End of the day, very expensive for what you get.",2022-08,-0.0961,563,1,0.0,-1,Fake,Weak Negative
45124790,744917909719372797,2022-10-24,204257736,Morgan,"Place was great for me and my boyfriend. Apartment was in a convenient location. We wish one of the rooms had a king sized bed, but can’t really complain because two bedroom was advertised.",2022-10,-0.0745,189,1,0.0,1,Genuine,Weak Negative
45223807,455711761409640984,2021-09-20,351219560,Joseph,"I would not recommend staying here. It looked nothing like the pictures and was dated, not very clean either. The exterior of the building is not nice at all. There was also an extremely strong oder in the unit the entire weekend that smelled like something burning, were cockroaches, and the back/slider door lock was completely broken and could not lock. Hosts were unhelpful and not responsive. Great location , but not worth it at all",2021-09,-0.6906,438,1,0.0,-1,Fake,Strong Negative
45223807,784080741660545842,2022-12-17,45588310,Polly,"The unit was missing some basic amenities like clothes hangers, a bath mat and a decent frying  pan. We messaged and they immediately responded and delivered what we needed. <br/>The apartment is in a quiet residential neighborhood but close to the city and Barton Springs.<br/>The unit has been renovated and is fresh and clean with nice appliances. The only downside was the bathroom. The tub and shower surround were not updated. The tub surface is peeling off and gross. The grout and caulking in the shower is moldy and gross. It's unfortunate that they updated everything but the tub.",2022-12,-0.6652,590,1,0.0,-1,Fake,Strong Negative
45240418,730795203,2021-02-13,342393684,Holly,"Unfortunately we were unable to make it to our rental in Austin due to unsafe traveling conditions from a winter storm. The host was responsive but failed to be flexible when we could not get to the location due to unsafe roads and road closures from ice and snow. After messaging the host with my concerns she failed to respond whether she was local or not to know information firsthand but only responded with “roads are safe, weather is cold.” After calling many local businesses, local police, and Austin DOT, whom all said many roads are closed and to not travel to the area because conditions would only be worse over the weekend, she still was adamant that the roads were safe. I asked if there was any way we could reschedule dates, refund, or if she had a rental in Houston since we needed somewhere to stay for the night but she refused. Yes I know you cannot predict weather and everyone wants to make their money but I feel as though the host could have tried to somewhat help us in some way to have us rearrange dates and possible pay difference if the rates were higher.",2021-02,-0.1753,1084,1,0.0,-1,Fake,Weak Negative
45240418,740123001,2021-03-18,346515661,Furqan,"Would stay here again. Host was very quick with responses and made accommodations to our travel times. Only bad thing was that the bed was not on a box spring but the mattress was directly on the floor in the frame. Was not like how it was in the picture, but everything else was phenomenal!",2021-03,-0.6378,291,1,0.0,-1,Fake,Strong Negative
45241119,683394907391908017,2022-07-31,445882802,Tania,No thanks,2022-07,-0.3412,9,1,0.0,-1,Fake,Weak Negative
45256876,583269855416031623,2022-03-15,95297239,Jeff,"Tod is easy to communicate with if needed, but probably won’t be necessary. I had a very long stay and experienced no issues.",2022-03,-0.2144,125,1,0.0,1,Genuine,Weak Negative
45331234,672425424919716115,2022-07-16,68953641,Gloria,"It was a quaint little home! We enjoyed the home and space. The hosts were great throughout the whole process from check in, accommodating with extra towels, and detailed instructions. Unfortunately, we did have some issues with the cleanliness of the place. We understand this may not have been the owners fault but the cleaning service. We normally don't nitpick but this place had mildew growing on the shower curtain, dirty bathroom trash can lid, dirty rug, dirt on the sofa bed and few other things. This is the only reason we gave it this rating.",2022-07,-0.8411,553,1,0.0,-1,Fake,Strong Negative
45331234,797130934705124211,2023-01-04,16583605,Kylah,I was unable to stay at this Airbnb because it was not fit for the 2 year old child I was traveling with (we booked and canceled within the SAME hour and communicated immediately) the host charged me for a night and cleaning free for the Airbnb I NEVER stayed at. They then stopped communicating.,2023-01,-0.1306,296,1,0.0,1,Genuine,Weak Negative
45331234,805091312639597666,2023-01-15,2059981,Marcia,"Meshelle's place was, as described, funky and<br/>great.",2023-01,-0.1027,56,6,-5.0,-1,Fake,Weak Negative
45371687,525328695167000116,2021-12-25,437031367,Rahul,"Located in a quiet area. I did not like the bed, it was too soft. You literally sink into the bed and it's very difficult to move. Overall a decent place for the price.",2021-12,-0.5998,168,1,0.0,-1,Fake,Weak Negative
45386773,411447159731236503,2021-07-21,191982637,Marybel,"Due to damage due to a severe storm the night prior, we were unable to stay at the property. There was a downed tree and no electricity. Paula was in constant contact with me letting me know the status. She was trying hard to get the tree removed and working to getting the power restored before the check-in time. I made the decision to cancel the reservation and Paula was very  quick to get the cancellation approved to refund the money. This rating is for the customer service I received. I can’t wait to stay at this home on our next trip.",2021-07,-0.6369,544,2,-2.0,-1,Fake,Strong Negative
45386773,481079221583845654,2021-10-25,392242563,Jonathan,"1. The WiFi was temperamental & sporadic. <br/><br/>2. The remotes for the TV’s didn’t work 90% of the time.<br/><br/>3. The master suites shower only had cold water. <br/><br/>4. The gate could use some WD40, or a lubricant that’s designed for exterior applications.  Had it just been my wife and daughter, they would have not been able to open the gate. <br/><br/>5. Acorns and sap will be falling on your car, an issues that I assume is relegated to autumn.",2021-10,-0.1531,460,1,0.0,-1,Fake,Weak Negative
45386773,715200079917324781,2022-09-13,263547613,Priya,"the upstairs shower was already leaking when we got there. the frame from the upstairs bathroom was also broken when we got there but forgot to take a picture. I cleaned it up and threw away so no one would step on anything and get her. the curtain is not broken, the rod kept popping out everytime we opened the curtain. the confetti is our fault and so is the paint coming off on the door. we picked most of the confetti and only have 10 to 15-ish left. Also, who keeps a whole shelf right where a door can continuesly hit it. <br/><br/><br/>NOTE: anyone who rents this place, take pictures and video of everything when you first get there. put all the frames by the backyard door in a safe place, that door will keep hitting that shelf and drop them. <br/><br/>check under sofas and beds because there is dust gathered everywhere. take pictures of that too for when you get charged extra $150 cleaning fee <br/><br/>take bug spray with you because you will see a lot of roaches and spiders",2022-09,-0.7243,992,1,0.0,-1,Fake,Strong Negative
45452160,738604902,2021-03-13,35578424,Neil,Cancelled last minute. Terrible experience.,2021-03,-0.6249,43,1,0.0,-1,Fake,Strong Negative
45452160,759259853,2021-05-16,69632271,Jasymne,"The stay wasn’t horrible, but definitely not worth the money. The actual apartment is a nice setup in a convenient spot, however the furniture and cleanliness were not great. We had to kill multiple bugs during our stay and the furniture was constantly falling apart. By checkout we were afraid of what could break next. We tried to communicate with the host that manages the Austin property, but she never called back. We did not hear from her our entire stay.",2021-05,-0.8717,461,2,-195.0,-1,Fake,Strong Negative
45456265,718846091432577983,2022-09-18,74980181,Irma,The big draw for us was the seemingly outdoor atmosphere to hang out with family and our dogs but unfortunately that was misleading.  The small was overgrown and there were ants in the patio area and just in the lawn itself.  We could not hang out there at all! The grass was so tall that the dogs had a hard time doing their business.  I was also surprised the area wasn’t very appealing since the reviews hadn’t mentioned that.  There was little privacy as the windows in the bedroom were completely exposed.  So much so that I put all the pillows I could find to cover them.  When packing I even I accidentally took 2 of those pillows that matched exactly to mine.  When she told me a couple hours after I left she agreed for me to mail them and I promptly did first thing in the morning with no issues!,2022-09,-0.8915,806,1,0.0,-1,Fake,Strong Negative
45459464,591989841701426177,2022-03-27,225310981,Ryan,my partner bled on the sheets due to a natural feminine occurance and the host is harassing us for money and requesting photos along with air bnb of the stains. super  embarrassing that they are this cold and unfeeling. I'm not sure if it's a kink or fetish but it should be reprehensible to request a photo of blood marked sheets from your guest. zero out of five for the whole experience. Really icky.,2022-03,-0.0852,403,1,0.0,1,Genuine,Weak Negative
45467226,396284216828677325,2021-06-30,6063645,Steven,"I had some issues with the Wyndham, but it was mostly outside of the host’s control.<br/><br/>The room itself was nice. Good location, with a gym, big rooms. <br/><br/>I had a series of bad luck with it though - the water pipe burst several floors up, and I woke up in a flooded room. The response was terribly slow - it took an entire day for any action to be taken. More frustratingly, I had my phone blown up by a sales person trying to get me to purchase a timeshare the entire time. The guy even stopped me in person (I had never met him before prior) when I was headed downstairs to get help from the front desk. Eventually, a day or so later, I was moved to a different room.<br/><br/>Separately, a few days later the elevator broke down while I was in it, trapping me in there for about 45 minutes. The firefighter eventually came and got me out.<br/><br/>The host never responded when I alerted him of the issue. As the person with the relationship with the resort, I would have expected some communication to the resort on my behalf, or at least saying something back.<br/><br/>All in all, the location was central, and the resort was nice, and I was largely just unlucky. But if things go wrong, don’t expect much support",2021-06,-0.4478,1232,2,0.0,-1,Fake,Weak Negative
45468117,767350310,2021-06-06,47642769,Joshua,"This location is conveniently located to all DT ATXs has to offer. Yet detached just far enough to be quiet. <br/><br/>For the price, this Airbnb makes for a good crash pad for your next ATX outing.",2021-06,-0.0772,198,1,0.0,1,Genuine,Weak Negative
45468117,552152898561543036,2022-01-31,92790211,Romaine,"This place was everything and more. It had everything that we needed. It was missing nothing. Exactly what you want from a place, especially if you're going to be there for a while.",2022-01,-0.2263,181,1,0.0,1,Genuine,Weak Negative
45469731,719149612,2020-12-28,61276634,Eva,"Es una casi muy linda, idéntica a cómo se ve en las fotos, <br/>La zona está más o menos, no es una zona muy bonita pero está céntrica y la casita es silenciosa. Hay que salir de reversa lo cual hace un poco complicado el estacionamiento. <br/>Las respuestas de Nick fuero. Prácticamente inmediatas. Tuvimos una muy buena estadía.",2020-12,-0.296,330,1,0.0,-1,Fake,Weak Negative
45478982,734546861,2021-02-26,10048713,Trevor,"Do NOT stay here. Matt is the worst host on Airbnb. Matt forced me to DO LAUNDRY for his other unit next door, forcing me to take all of the dirty sheets, towels, and other linens from another Airbnb guest and clean them. But it doesn't stop there with him asking you to clean another guests messes, here are some other chores Matt will assign you:<br/>""Hey can you go into my other unit and set the thermostat?""<br/>""Hey can you go into my other unit and disable the smoke alarm?""<br/>""Hey can you take all of the cushions off of all of the couches in the backyard and put them under the roof overhang?""<br/>""Hey can you DO LAUNDRY for my other airbnb guests?""<br/><br/>Here is another gem from Matt - he texted me ""Hey a plumber is going to shut the water off"" right after the plumber just shut the water off, so I had no way to prepare for it. Classic Matt. <br/><br/>Matt also then pressured me into letting his friends stay at my unit while I was renting it out. He double booked the unit next door as well, leading to a fiasco there. <br/><br/>Don't believe me? Read Kylene and Morgan's reviews on his other unit next door to this one, they were the guests next door while I was there and faced other problems with Matt: <br/>https://www.airbnb.com/rooms/23626750",2021-02,-0.756,1269,4,26.0,-1,Fake,Strong Negative
45525221,470238241278477757,2021-10-10,184675975,Earl,"The house is not in the best of neighborhoods; however, when you arrive on the premises it’s quite clean/well kept and very quite. Not an ideal location though if you don’t have a car. Not much is within walking distance.",2021-10,-0.7512,221,1,0.0,-1,Fake,Strong Negative
45525221,729755374911903654,2022-10-03,132819689,Alexander,The home is absolutely stunning - the design and layout is perfect. When we first drove up to the house we were a bit nervous not knowing the area but we had no issues and it was very quiet!,2022-10,-0.0889,190,3,357.0,-1,Fake,Weak Negative
45564394,739080395,2021-03-14,5943439,Christie,"Pros:<br/>- Prime location<br/>- Valentina incredibly responsive<br/>- Space decorated nicely<br/><br/>Cons:<br/>- There is not a dresser in the bedroom, and the closet is filled with the owner's things, so we were living out of our suitcases on the floor - if you're someone who's looking to stay long term or likes to unpack it might not be the most convenient<br/>- A bit of noise coming from upstairs neighbor (dog / throwing the ball for the dog) - somewhat distracting if you're trying to work from home<br/>- Missing a few items we would have expected to be there (hair dryer / wine opener / toaster)",2021-03,-0.079,607,2,12.0,-1,Fake,Weak Negative
45564394,647144332776332780,2022-06-11,16913723,Dave,"This is one of my worst Airbnb experience so far. The unit is in a very good location and close to every tourist spots. And the host respond is pretty fast. However the unit is not fully clean when we arrived, the air conditioning is dripping water, the floor is dirty and bed sheets from pervious guest are stacking on the floor. There are few missing items from the amenity list. On top of that, I got bug bite during my stay and I am sure they are not from mosquitoes. The unit itself have a thick wall and close to the exit route to the parking garage, which you can hear your neighbor playing bass in the morning and everyone in and out. Overall, this is not an pleasant experience I ever expect from Airbnb.",2022-06,-0.4738,713,1,0.0,-1,Fake,Weak Negative
45569448,623913240113045118,2022-05-10,223693063,Kyle,"I booked a room with basically only 24 hours notice, and Jay was extremely accommodating. Chose this pace largely because of all of the reviews touting the location, and they weren’t lying. You can walk or scooter to most anything; I only needed a Lyft a couple of times. Jay (and her cats) are also very personable, too, which was an added bonus. Would stay here again!",2022-05,-0.2244,370,1,0.0,-1,Fake,Weak Negative
45569448,801553064702336006,2023-01-10,237636807,Berengere,Tout s'est très bien passé et m'a permis d'avoir une escale sereine!,2023-01,-0.2003,68,1,0.0,1,Genuine,Weak Negative
45610693,759272630,2021-05-16,123803775,Rosa,There is several cats Isnideand outside tge in which host doesn’t list in her showing!! I’m highly allergic to cats anda fear of cats!!!!,2021-05,-0.7821,137,1,0.0,-1,Fake,Strong Negative
45638470,762410956614648922,2022-11-17,73256002,Cherie,"This home is cute in pics but make sure the toilet seat is fully situated/connected before you use it so you don’t fall inside. My car was broken into on my very first night at the Airbnb and while the hosts were quick to respond, they were overall useless in the effort since they have no real cameras installed at the front of the house, only motion detectors which happened to only catch my final motions coming into the house and not the burglar tossing my car inside out smack in front of the property. There’s no way to turn off the inside living room light which made it  a bother for me to sleep at night. If the light is a security feature it only confirms my stance that this location is NOT safe for an Airbnb. If it’s not a security feature, I still do not recommend staying here if safety is your priority. Noticed a bug crawling around my room. And to top it off, they refused to accommodate a 30min-1hr delayed checkout.",2022-11,-0.944,935,2,0.0,-1,Fake,Strong Negative
